scrape_time,keyword,product_name,product_url,seller,location,price_text,price,currency
2025-09-12T18:23:11.538879,shoes,"6002 Black Shoes, Size (India/UK): 6-10",https://www.indiamart.com/proddetail/6002-black-shoes-2857266957991.html?pos=7&kwd=shoes&tags=rk:A|plc:1|dt:1215|db:25|prc:1|dtp:p|pfs:1|sv:T|rsf:gl|ri:T_A_G250_P-|-res:RC3|ktp:N0|mtp:SP|wc:1|lcf:3|cq:hanamkonda|qr_nm:localhgmct-gl-gd|cs:18267|com-cf:nl|ptrs:na|mc:569|cat:145|qry_typ:P|lang:en|tyr:-|qrd:250909|mrd:250807|prdt:250909|msf:ls|pfen:1|gli:G0I1|gc:Hanamkonda|ic:Warangal|scw:1|v=4|r=3,,,,,
2025-09-12T18:23:11.538879,shoes,Nexxon International,https://www.bokzzon.com/?pos=7&kwd=shoes&tags=rk:A|plc:1|dt:1215|db:25|prc:1|dtp:p|pfs:1|sv:T|rsf:gl|ri:T_A_G250_P-|-res:RC3|ktp:N0|mtp:SP|wc:1|lcf:3|cq:hanamkonda|qr_nm:localhgmct-gl-gd|cs:18267|com-cf:nl|ptrs:na|mc:569|cat:145|qry_typ:P|lang:en|tyr:-|qrd:250909|mrd:250807|prdt:250909|msf:ls|pfen:1|gli:G0I1|gc:Hanamkonda|ic:Warangal|scw:1|v=4,,,,,
2025-09-12T18:23:11.538879,shoes,★★★★★★★★★★3.4(10),https://www.bokzzon.com/testimonial.html#reviewsratings,,,,,
2025-09-12T18:23:11.538879,shoes,Boys School Shoes,https://www.indiamart.com/proddetail/boys-school-shoes-2855529764473.html?pos=8&kwd=shoes&tags=rk:T||dt:132|db:03|prc:1|dtp:p||sv:M|rsf:gd|ri:M_T_250_NP-|-res:RC3|ktp:N0|mtp:SP|wc:1|lcf:3|cq:hanamkonda|qr_nm:localhgmct-gl-gd|cs:18267|com-cf:nl|ptrs:na|mc:569|cat:145|qry_typ:P|lang:en|tyr:-|qrd:250909|mrd:250807|prdt:250909|msf:ls|pfen:1|gli:G0I1|gc:Hanamkonda|ic:Warangal|scw:1|v=4,,,,,
2025-09-12T18:23:11.538879,shoes,Aakaar Concepts,https://www.indiamart.com/aakaar-concepts/?pos=8&kwd=shoes&tags=rk:T||dt:132|db:03|prc:1|dtp:p||sv:M|rsf:gd|ri:M_T_250_NP-|-res:RC3|ktp:N0|mtp:SP|wc:1|lcf:3|cq:hanamkonda|qr_nm:localhgmct-gl-gd|cs:18267|com-cf:nl|ptrs:na|mc:569|cat:145|qry_typ:P|lang:en|tyr:-|qrd:250909|mrd:250807|prdt:250909|msf:ls|pfen:1|gli:G0I1|gc:Hanamkonda|ic:Warangal|scw:1|v=4,,,,,
2025-09-12T18:23:11.538879,shoes,Paragon Max 95139 Formal Shoes,https://www.indiamart.com/proddetail/paragon-max-95139-formal-shoes-2856541678588.html?pos=9&kwd=shoes&tags=rk:T||dt:128|db:03|prc:1|dtp:p||sv:M|rsf:gd|ri:M_T_250_NP-|-res:RC3|ktp:N0|mtp:SP|wc:1|lcf:3|cq:hanamkonda|qr_nm:localhgmct-gl-gd|cs:18267|com-cf:nl|ptrs:na|mc:569|cat:145|qry_typ:P|lang:en|tyr:-|qrd:250909|mrd:250807|prdt:250909|msf:ls|pfen:1|gli:G0I1|gc:Hanamkonda|ic:Warangal|scw:1|v=4|r=2,,,,,
2025-09-12T18:23:11.538879,shoes,Jetaa Global Traders,https://www.indiamart.com/jetaa-global-traders/?pos=9&kwd=shoes&tags=rk:T||dt:128|db:03|prc:1|dtp:p||sv:M|rsf:gd|ri:M_T_250_NP-|-res:RC3|ktp:N0|mtp:SP|wc:1|lcf:3|cq:hanamkonda|qr_nm:localhgmct-gl-gd|cs:18267|com-cf:nl|ptrs:na|mc:569|cat:145|qry_typ:P|lang:en|tyr:-|qrd:250909|mrd:250807|prdt:250909|msf:ls|pfen:1|gli:G0I1|gc:Hanamkonda|ic:Warangal|scw:1|v=4,,,,,
2025-09-12T18:23:11.538879,shoes,★★★★★★★★★★2.8(6),https://www.indiamart.com/jetaa-global-traders/testimonial.html#reviewsratings,,,,,
2025-09-12T18:23:11.538879,shoes,"Black Ladies Housekeeping Belly Cloth Shoes, Size: 10",https://www.indiamart.com/proddetail/ladies-housekeeping-belly-cloth-shoes-2849425960355.html?pos=10&kwd=shoes&tags=rk:T||dt:132|db:03|prc:1|dtp:p|pfs:1|sv:M|rsf:gd|ri:M_T_250_NP-|-res:RC3|ktp:N0|mtp:SP|wc:1|lcf:3|cq:hanamkonda|qr_nm:localhgmct-gl-gd|cs:18267|com-cf:nl|ptrs:na|mc:569|cat:145|qry_typ:P|lang:en|tyr:-|qrd:250909|mrd:250807|prdt:250909|msf:ls|pfen:1|gli:G0I1|gc:Hanamkonda|ic:Warangal|scw:1|v=4|r=4,,,,,
2025-09-12T18:23:11.538879,shoes,Rajadhani Foot Wear,https://www.indiamart.com/rajadhanifootwear-hyderabad/?pos=10&kwd=shoes&tags=rk:T||dt:132|db:03|prc:1|dtp:p|pfs:1|sv:M|rsf:gd|ri:M_T_250_NP-|-res:RC3|ktp:N0|mtp:SP|wc:1|lcf:3|cq:hanamkonda|qr_nm:localhgmct-gl-gd|cs:18267|com-cf:nl|ptrs:na|mc:569|cat:145|qry_typ:P|lang:en|tyr:-|qrd:250909|mrd:250807|prdt:250909|msf:ls|pfen:1|gli:G0I1|gc:Hanamkonda|ic:Warangal|scw:1|v=4,,,,,
2025-09-12T18:23:11.538879,shoes,★★★★★★★★★★4.7(3),https://www.indiamart.com/rajadhanifootwear-hyderabad/testimonial.html#reviewsratings,,,,,
