scrape_time,keyword,product_name,product_url,seller,location,price_text
2025-09-13T16:48:47.560872,furniture,Surya Industries,https://www.suryachair.com/?pos=8&kwd=furniture&tags=rk:A|plc:1|dt:1215|db:25|prc:1|dtp:p|pfs:1|sv:T|rsf:gl|ri:T_A_G250_P-|-res:RC3|ktp:N0|mtp:G|wc:1|lcf:3|cq:hanamkonda|qr_nm:gl-gd|cs:17823|com-cf:nl|ptrs:na|mc:105864|cat:103|qry_typ:P|lang:en|tyr:-|qrd:250913|mrd:250910|prdt:250913|msf:ls|pfen:1|gli:G0I0|gc:Hanamkonda|ic:Hanamkonda|scw:1|v=4,Surya Industries,New Delhi,
2025-09-13T16:48:47.562879,furniture,Classic Furniture,https://www.indiamart.com/classic-furniture-jangaon/?pos=9&kwd=furniture&tags=rk:C||dt:52|db:02||dtp:p||sv:VGP|rsf:gd|ri:VGP_C_100_NP-|-res:RC3|ktp:N0|mtp:G|wc:1|lcf:3|cq:hanamkonda|qr_nm:gl-gd|cs:17823|com-cf:nl|ptrs:na|mc:105864|cat:103|qry_typ:P|lang:en|tyr:-|qrd:250913|mrd:250910|prdt:250913|msf:ls|pfen:1|gli:G0I0|gc:Hanamkonda|ic:Hanamkonda|scw:1|v=4,Classic Furniture,Jangaon,
2025-09-13T16:48:47.565384,furniture,Sri Raja Rajeshwara Enterprises,https://www.indiamart.com/sri-raja-rajeshwara-enterprises-karimnagar/?pos=10&kwd=furniture&tags=rk:C||dt:66|db:02||dtp:p||sv:VGP|rsf:gd|ri:VGP_C_100_NP-|-res:RC3|ktp:N0|mtp:G|wc:1|lcf:3|cq:hanamkonda|qr_nm:gl-gd|cs:17823|com-cf:nl|ptrs:na|mc:105864|cat:103|qry_typ:P|lang:en|tyr:-|qrd:250913|mrd:250910|prdt:250913|msf:ls|pfen:1|gli:G0I0|gc:Hanamkonda|ic:Hanamkonda|scw:1|v=4,Sri Raja Rajeshwara Enterprises,Karimnagar,
2025-09-13T16:52:35.600098,shoes,Uma Maheshwari Traders,https://www.indiamart.com/uma-maheshwari-traders-warangal/?pos=1&kwd=shoes&tags=rk:T||dt:5|db:01|prc:1|dtp:p||sv:VGP|rsf:gd|ri:VGP_T_50_NP-|-res:RC3|ktp:N0|mtp:SP|wc:1|lcf:3|cq:hanamkonda|qr_nm:localhgmct-gl-gd|cs:18448|com-cf:nl|ptrs:na|mc:569|cat:145|qry_typ:P|lang:en|tyr:-|qrd:250913|mrd:250910|prdt:250913|msf:ls|pfen:1|gli:G0I0|gc:Hanamkonda|ic:Hanamkonda|scw:1|v=4,Uma Maheshwari Traders,Warangal,
2025-09-13T16:52:35.603658,shoes,Afreen Footwear,https://www.indiamart.com/afreen-footwear-thorrur/?pos=2&kwd=shoes&tags=rk:T||dt:48|db:01||dtp:p||sv:VGP|rsf:gd|ri:VGP_T_50_NP-|-res:RC3|ktp:N0|mtp:SP|wc:1|lcf:3|cq:hanamkonda|qr_nm:localhgmct-gl-gd|cs:18448|com-cf:nl|ptrs:na|mc:569|cat:145|qry_typ:P|lang:en|tyr:-|qrd:250913|mrd:250910|prdt:250913|msf:ls|pfen:1|gli:G0I0|gc:Hanamkonda|ic:Hanamkonda|scw:1|v=4,Afreen Footwear,Thorrur,
2025-09-13T16:52:35.603658,shoes,Thirumala Footwear,https://www.indiamart.com/thirumala-footwear/?pos=3&kwd=shoes&tags=rk:T||dt:97|db:02||dtp:p||sv:VGP|rsf:gd|ri:VGP_T_100_NP-|-res:RC3|ktp:N0|mtp:SP|wc:1|lcf:3|cq:hanamkonda|qr_nm:localhgmct-gl-gd|cs:18448|com-cf:nl|ptrs:na|mc:569|cat:145|qry_typ:P|lang:en|tyr:-|qrd:250913|mrd:250910|prdt:250913|msf:ls|pfen:1|gli:G0I0|gc:Hanamkonda|ic:Hanamkonda|scw:1|v=4,Thirumala Footwear,Mancherial,
2025-09-13T16:52:35.605705,shoes,Nithin Hair Enterprises,https://www.indiamart.com/nithin-hair-enterprises/?pos=4&kwd=shoes&tags=rk:T||dt:66|db:02|prc:1|dtp:p||sv:VGP|rsf:gd|ri:VGP_T_100_NP-|-res:RC3|ktp:N0|mtp:SP|wc:1|lcf:3|cq:hanamkonda|qr_nm:localhgmct-gl-gd|cs:18448|com-cf:nl|ptrs:na|mc:569|cat:145|qry_typ:P|lang:en|tyr:-|qrd:250913|mrd:250910|prdt:250913|msf:ls|pfen:1|gli:G0I0|gc:Hanamkonda|ic:Hanamkonda|scw:1|v=4,Nithin Hair Enterprises,Karimnagar,
2025-09-13T16:52:35.607711,shoes,Men SLIP ON CANVAS SHOES,https://www.indiamart.com/proddetail/slip-on-canvas-shoes-2853928639173.html?pos=5&kwd=shoes&tags=rk:A|plc:1|dt:1032|db:21|prc:1|dtp:p|pfs:1|sv:T|rsf:gl|ri:T_A_G250_P-|-res:RC3|ktp:N0|mtp:SP|wc:1|lcf:3|cq:hanamkonda|qr_nm:localhgmct-gl-gd|cs:18448|com-cf:nl|ptrs:na|mc:569|cat:145|qry_typ:P|lang:en|tyr:-|qrd:250913|mrd:250910|prdt:250913|msf:ls|pfen:1|gli:G0I0|gc:Hanamkonda|ic:Hanamkonda|scw:1|v=4|r=3,,Men,₹ 480 /pair
2025-09-13T16:52:35.609717,shoes,R.S. International,https://www.kaiboshoes.com/?pos=5&kwd=shoes&tags=rk:A|plc:1|dt:1032|db:21|prc:1|dtp:p|pfs:1|sv:T|rsf:gl|ri:T_A_G250_P-|-res:RC3|ktp:N0|mtp:SP|wc:1|lcf:3|cq:hanamkonda|qr_nm:localhgmct-gl-gd|cs:18448|com-cf:nl|ptrs:na|mc:569|cat:145|qry_typ:P|lang:en|tyr:-|qrd:250913|mrd:250910|prdt:250913|msf:ls|pfen:1|gli:G0I0|gc:Hanamkonda|ic:Hanamkonda|scw:1|v=4,R.S. International,Agra,
2025-09-13T16:52:35.609717,shoes,"Blue Laces Sneaker Shoes, Shoe Type: Designer Shoe",https://www.indiamart.com/proddetail/laces-sneaker-shoes-21366729273.html?pos=6&kwd=shoes&tags=rk:TS|plc:1|dt:1032|db:21|prc:1|dtp:p|pfs:1|sv:T|rsf:gl|ri:T_TS_G250_P-|-res:RC3|ktp:N0|mtp:SP|wc:1|lcf:3|cq:hanamkonda|qr_nm:localhgmct-gl-gd|cs:18448|com-cf:nl|ptrs:na|mc:569|cat:145|qry_typ:P|lang:en|tyr:-|qrd:250913|mrd:250910|prdt:250913|msf:ls|pfen:1|gli:G0I0|gc:Hanamkonda|ic:Hanamkonda|scw:1|v=4|r=4,,Blue Laces,₹ 250 /Pair
